"행정구역별(시군구)","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"울산광역시","합계",961871,292528,568222,55833,45288,496710,178867,289506,7966,20371,465161,113661,278716,47867,24917
"울산광역시","15~19세",77512,77476,35,1,,42303,42302,1,,,35209,35174,34,1,
"울산광역시","20~24세",76166,74605,1488,3,70,44474,44023,438,1,12,31692,30582,1050,2,58
"울산광역시","25~29세",69618,56570,12769,16,263,39332,35043,4195,4,90,30286,21527,8574,12,173
"울산광역시","30~34세",86144,35149,49786,107,1102,45542,23513,21573,24,432,40602,11636,28213,83,670
"울산광역시","35~39세",90144,20126,66981,263,2774,47288,13999,32228,90,971,42856,6127,34753,173,1803
"울산광역시","40~44세",98660,13199,78536,776,6149,49202,9427,37030,184,2561,49458,3772,41506,592,3588
"울산광역시","45~49세",107760,7473,89583,1666,9038,53481,5346,43951,266,3918,54279,2127,45632,1400,5120
"울산광역시","50~54세",105759,3733,89489,3159,9378,54865,2675,47265,629,4296,50894,1058,42224,2530,5082
"울산광역시","55~59세",90694,2174,75071,5581,7868,46440,1506,40360,895,3679,44254,668,34711,4686,4189
"울산광역시","60~64세",59014,914,46651,6860,4589,30136,558,26145,1163,2270,28878,356,20506,5697,2319
"울산광역시","65~69세",37758,451,27381,7633,2293,19387,269,16732,1147,1239,18371,182,10649,6486,1054
"울산광역시","70~74세",26753,234,16752,8741,1026,12384,111,10444,1264,565,14369,123,6308,7477,461
"울산광역시","75~79세",18428,151,9031,8731,515,7199,50,5820,1076,253,11229,101,3211,7655,262
"울산광역시","80~84세",10718,128,3559,6869,162,3356,20,2515,756,65,7362,108,1044,6113,97
"울산광역시","85세이상",6743,145,1110,5427,61,1321,25,809,467,20,5422,120,301,4960,41
"세종특별자치시","합계",160337,46035,99303,9936,5063,80770,26044,51024,1391,2311,79567,19991,48279,8545,2752
"세종특별자치시","15~19세",11767,11760,7,,,5896,5894,2,,,5871,5866,5,,
"세종특별자치시","20~24세",13762,13479,274,,9,7381,7313,68,,,6381,6166,206,,9
"세종특별자치시","25~29세",10915,8097,2764,1,53,5786,4887,878,1,20,5129,3210,1886,,33
"세종특별자치시","30~34세",16627,4799,11609,9,210,7867,2893,4901,,73,8760,1906,6708,9,137
"세종특별자치시","35~39세",19522,2833,16182,29,478,9787,1890,7756,,141,9735,943,8426,29,337
"세종특별자치시","40~44세",19823,2200,16799,80,744,10758,1382,8987,20,369,9065,818,7812,60,375
"세종특별자치시","45~49세",14694,1246,12505,127,816,7929,799,6752,35,343,6765,447,5753,92,473
"세종특별자치시","50~54세",12488,786,10372,368,962,6499,502,5460,85,452,5989,284,4912,283,510
"세종특별자치시","55~59세",11393,432,9498,667,796,5835,274,5073,110,378,5558,158,4425,557,418
"세종특별자치시","60~64세",8252,191,6597,1021,443,4202,126,3661,188,227,4050,65,2936,833,216
"세종특별자치시","65~69세",6182,89,4680,1105,308,2967,36,2628,136,167,3215,53,2052,969,141
"세종특별자치시","70~74세",5564,49,3832,1517,166,2464,26,2111,227,100,3100,23,1721,1290,66
"세종특별자치시","75~79세",4434,25,2520,1844,45,1860,8,1583,249,20,2574,17,937,1595,25
"세종특별자치시","80~84세",2975,24,1185,1746,20,1054,11,821,212,10,1921,13,364,1534,10
"세종특별자치시","85세이상",1939,25,479,1422,13,485,3,343,128,11,1454,22,136,1294,2
"경기도","합계",10145786,3148490,5851650,621529,524117,5069884,1781950,2974299,90761,222874,5075902,1366540,2877351,530768,301243
"경기도","15~19세",785461,783495,1173,729,64,406098,405255,535,271,37,379363,378240,638,458,27
"경기도","20~24세",802520,784561,16096,1155,708,423245,417893,4681,408,263,379275,366668,11415,747,445
"경기도","25~29세",731404,602714,125302,409,2979,378789,336177,41599,181,832,352615,266537,83703,228,2147
"경기도","30~34세",904885,383821,507292,830,12942,462089,237820,219435,208,4626,442796,146001,287857,622,8316
"경기도","35~39세",991095,220476,737282,2224,31113,500282,141144,347037,587,11514,490813,79332,390245,1637,19599
"경기도","40~44세",1115058,161030,877914,6810,69304,565439,108257,428919,1464,26799,549619,52773,448995,5346,42505
"경기도","45~49세",1090320,98769,872364,16887,102300,548823,67720,436196,3507,41400,541497,31049,436168,13380,60900
"경기도","50~54세",1011592,53705,818094,31577,108216,518946,36406,429391,6130,47019,492646,17299,388703,25447,61197
"경기도","55~59세",864897,31335,693448,49429,90685,441230,18976,373254,8636,40364,423667,12359,320194,40793,50321
"경기도","60~64세",565465,13129,443495,59801,49040,280440,6672,242027,8777,22964,285025,6457,201468,51024,26076
"경기도","65~69세",418822,6534,307426,75659,29203,200277,2974,172568,10623,14112,218545,3560,134858,65036,15091
"경기도","70~74세",344220,3676,224279,99747,16518,154991,1403,131537,14039,8012,189229,2273,92742,85708,8506
"경기도","75~79세",261222,2254,142695,109029,7244,107928,710,88939,14826,3453,153294,1544,53756,94203,3791
"경기도","80~84세",154318,1348,61458,88873,2639,53953,293,41278,11318,1064,100365,1055,20180,77555,1575
"경기도","85세이상",104507,1643,23332,78370,1162,27354,250,16903,9786,415,77153,1393,6429,68584,747
"강원도","합계",1304216,368481,737296,132356,66083,657665,224089,382997,17980,32599,646551,144392,354299,114376,33484
"강원도","15~19세",97353,96866,263,206,18,52204,52020,113,61,10,45149,44846,150,145,8
"강원도","20~24세",104744,99932,3725,951,136,61296,59312,1682,233,69,43448,40620,2043,718,67
"강원도","25~29세",76699,59420,16684,214,381,43559,36458,6915,63,123,33140,22962,9769,151,258
"강원도","30~34세",85315,36435,47306,205,1369,44985,23047,21381,54,503,40330,13388,25925,151,866
"강원도","35~39세",95582,23627,67666,439,3850,48728,16036,31033,83,1576,46854,7591,36633,356,2274
"강원도","40~44세",115200,19387,86648,1022,8143,59432,14224,41672,271,3265,55768,5163,44976,751,4878
"강원도","45~49세",123632,13832,95238,2423,12139,64510,10571,47775,488,5676,59122,3261,47463,1935,6463
"강원도","50~54세",127489,8960,100441,4829,13259,65551,6507,51423,977,6644,61938,2453,49018,3852,6615
"강원도","55~59세",131778,5305,104279,9793,12401,66373,3563,54663,1554,6593,65405,1742,49616,8239,5808
"강원도","60~64세",93901,2250,73137,11748,6766,46519,1280,39854,1665,3720,47382,970,33283,10083,3046
"강원도","65~69세",69413,1092,49588,14947,3786,32783,496,28151,1915,2221,36630,596,21437,13032,1565
"강원도","70~74세",70678,657,45080,22681,2260,31535,320,26950,2894,1371,39143,337,18130,19787,889
"강원도","75~79세",57926,340,30888,25623,1075,23933,146,19943,3215,629,33993,194,10945,22408,446
"강원도","80~84세",31591,175,11608,19466,342,10296,66,7916,2158,156,21295,109,3692,17308,186
"강원도","85세이상",22915,203,4745,17809,158,5961,43,3526,2349,43,16954,160,1219,15460,115
"충청북도","합계",1330033,397995,747780,118323,65935,667131,234593,384149,16711,31678,662902,163402,363631,101612,34257
"충청북도","15~19세",106429,106021,163,228,17,55511,55267,79,151,14,50918,50754,84,77,3
"충청북도","20~24세",107827,104960,2404,318,145,59045,58184,679,140,42,48782,46776,1725,178,103
"충청북도","25~29세",85910,68856,16590,65,399,46605,40820,5633,20,132,39305,28036,10957,45,267
"충청북도","30~34세",102286,42930,57469,143,1744,53391,27732,24997,13,649,48895,15198,32472,130,1095
"충청북도","35~39세",108153,25953,77490,371,4339,55758,18141,35700,95,1822,52395,7812,41790,276,2517
"충청북도","40~44세",122204,19620,92455,1016,9113,63189,14303,44827,193,3866,59015,5317,47628,823,5247
"충청북도","45~49세",130098,13083,101711,2540,12764,66930,9470,51097,506,5857,63168,3613,50614,2034,6907
"충청북도","50~54세",128287,7396,102231,5104,13556,66426,5255,53777,814,6580,61861,2141,48454,4290,6976
"충청북도","55~59세",123306,4658,98325,8947,11376,62846,3076,52208,1525,6037,60460,1582,46117,7422,5339
"충청북도","60~64세",87646,2213,68292,11036,6105,43485,1315,37323,1583,3264,44161,898,30969,9453,2841
"충청북도","65~69세",63856,1038,46976,12738,3104,30984,549,26920,1786,1729,32872,489,20056,10952,1375
"충청북도","70~74세",61274,545,39411,19429,1889,26957,268,23068,2564,1057,34317,277,16343,16865,832
"충청북도","75~79세",51080,352,28021,21816,891,20568,134,17031,2955,448,30512,218,10990,18861,443
"충청북도","80~84세",31817,189,12228,19035,365,10447,58,7898,2361,130,21370,131,4330,16674,235
"충청북도","85세이상",19860,181,4014,15537,128,4989,21,2912,2005,51,14871,160,1102,13532,77
"충청남도","합계",1740847,506026,996011,161460,77350,881725,303741,517347,23152,37485,859122,202285,478664,138308,39865
"충청남도","15~19세",134967,134407,311,230,19,70729,70524,154,49,2,64238,63883,157,181,17
"충청남도","20~24세",135524,130701,4270,401,152,72344,71056,1114,123,51,63180,59645,3156,278,101
"충청남도","25~29세",113977,88049,25172,133,623,62314,53797,8301,53,163,51663,34252,16871,80,460
"충청남도","30~34세",140867,56628,81828,259,2152,76285,39079,36372,54,780,64582,17549,45456,205,1372
"충청남도","35~39세",148356,34252,107772,599,5733,79245,25173,51506,159,2407,69111,9079,56266,440,3326
"충청남도","40~44세",159872,25324,121734,1514,11300,85197,18831,61092,391,4883,74675,6493,60642,1123,6417
"충청남도","45~49세",158637,15324,125302,2921,15090,83544,11425,64170,684,7265,75093,3899,61132,2237,7825
"충청남도","50~54세",159124,9820,128185,5729,15390,84123,7043,68101,1105,7874,75001,2777,60084,4624,7516
"충청남도","55~59세",148030,5915,119416,10433,12266,74956,4027,62715,1878,6336,73074,1888,56701,8555,5930
"충청남도","60~64세",111665,2544,88853,13161,7107,55344,1527,47996,2075,3746,56321,1017,40857,11086,3361
"충청남도","65~69세",91760,1413,68749,17623,3975,44996,630,39550,2575,2241,46764,783,29199,15048,1734
"충청남도","70~74세",82750,776,54354,25535,2085,36498,342,31676,3383,1097,46252,434,22678,22152,988
"충청남도","75~79세",74433,369,41920,31234,910,29857,152,25453,3862,390,44576,217,16467,27372,520
"충청남도","80~84세",50153,271,21285,28256,341,17954,87,14034,3657,176,32199,184,7251,24599,165
"충청남도","85세이상",30732,233,6860,23432,207,8339,48,5113,3104,74,22393,185,1747,20328,133
"전라북도","합계",1557384,451863,866467,165385,73669,772091,268166,447330,21253,35342,785293,183697,419137,144132,38327
"전라북도","15~19세",123475,123296,132,36,11,65211,65154,37,13,7,58264,58142,95,23,4
"전라북도","20~24세",120669,117937,2553,86,93,66694,65967,660,29,38,53975,51970,1893,57,55
"전라북도","25~29세",91285,74417,16283,76,509,49057,43678,5227,15,137,42228,30739,11056,61,372
"전라북도","30~34세",104924,48049,54800,149,1926,54607,30913,22994,36,664,50317,17136,31806,113,1262
"전라북도","35~39세",117867,30001,82270,455,5141,60318,21000,37407,90,1821,57549,9001,44863,365,3320
"전라북도","40~44세",140913,23268,105779,1295,10571,73240,17425,51380,311,4124,67673,5843,54399,984,6447
"전라북도","45~49세",144659,14921,112796,2973,13969,74645,11156,56649,549,6291,70014,3765,56147,2424,7678
"전라북도","50~54세",143936,8690,114647,5872,14727,73828,6437,58980,1126,7285,70108,2253,55667,4746,7442
"전라북도","55~59세",140021,5409,111925,10432,12255,70442,3513,58653,1652,6624,69579,1896,53272,8780,5631
"전라북도","60~64세",107952,2651,83969,14222,7110,53212,1588,45446,2101,4077,54740,1063,38523,12121,3033
"전라북도","65~69세",94476,1402,68667,20398,4009,45590,767,39395,2991,2437,48886,635,29272,17407,1572
"전라북도","70~74세",82280,756,52278,27354,1892,35393,306,30580,3419,1088,46887,450,21698,23935,804
"전라북도","75~79세",69220,480,36461,31342,937,26946,141,22968,3324,513,42274,339,13493,28018,424
"전라북도","80~84세",46240,237,17648,27944,411,15354,71,12117,2961,205,30886,166,5531,24983,206
"전라북도","85세이상",29467,349,6259,22751,108,7554,50,4837,2636,31,21913,299,1422,20115,77
"전라남도","합계",1525410,388857,874768,196612,65173,756912,240006,457833,23563,35510,768498,148851,416935,173049,29663
"전라남도","15~19세",110965,110647,214,97,7,59017,58848,105,60,4,51948,51799,109,37,3
"전라남도","20~24세",93753,90704,2780,183,86,53683,52845,726,87,25,40070,37859,2054,96,61
"전라남도","25~29세",75741,59657,15453,97,534,40187,34965,5017,22,183,35554,24692,10436,75,351
"전라남도","30~34세",97930,43973,51867,241,1849,51512,29425,21315,52,720,46418,14548,30552,189,1129
"전라남도","35~39세",110077,28269,77077,509,4222,57665,21037,34728,109,1791,52412,7232,42349,400,2431
"전라남도","40~44세",129998,21486,98621,1289,8602,69123,17049,47781,272,4021,60875,4437,50840,1017,4581
"전라남도","45~49세",141083,14314,111137,3015,12617,75649,11595,56947,570,6537,65434,2719,54190,2445,6080
"전라남도","50~54세",143953,9183,115175,6447,13148,75213,7183,59575,1125,7330,68740,2000,55600,5322,5818
"전라남도","55~59세",143322,5289,114617,11877,11539,73222,3992,60389,1958,6883,70100,1297,54228,9919,4656
"전라남도","60~64세",109769,2318,85835,15480,6136,54878,1592,47112,2304,3870,54891,726,38723,13176,2266
"전라남도","65~69세",100084,1353,72638,22588,3505,48063,833,41884,2947,2399,52021,520,30754,19641,1106
"전라남도","70~74세",96998,670,60540,34013,1775,41637,355,36365,3768,1149,55361,315,24175,30245,626
"전라남도","75~79세",84372,425,42714,40529,704,32158,157,27272,4324,405,52214,268,15442,36205,299
"전라남도","80~84세",52982,297,18922,33472,291,16597,88,13139,3236,134,36385,209,5783,30236,157
"전라남도","85세이상",34383,272,7178,26775,158,8308,42,5478,2729,59,26075,230,1700,24046,99
"경상북도","합계",2283224,633264,1302095,246847,101018,1137229,383354,671438,32102,50335,1145995,249910,630657,214745,50683
"경상북도","15~19세",162813,162476,216,116,5,87626,87464,91,68,3,75187,75012,125,48,2
"경상북도","20~24세",162750,157846,4140,535,229,91168,89892,1079,117,80,71582,67954,3061,418,149
"경상북도","25~29세",136250,110191,25097,313,649,75481,66993,8232,89,167,60769,43198,16865,224,482
"경상북도","30~34세",164331,73137,88529,260,2405,86675,48142,37591,64,878,77656,24995,50938,196,1527
"경상북도","35~39세",171831,44559,120762,664,5846,89536,31072,56050,146,2268,82295,13487,64712,518,3578
"경상북도","40~44세",197729,33953,148903,1931,12942,102861,24652,71933,405,5871,94868,9301,76970,1526,7071
"경상북도","45~49세",212595,21863,166786,4504,19442,109923,16477,83412,910,9124,102672,5386,83374,3594,10318
"경상북도","50~54세",221556,13131,178763,8664,20998,113375,9468,91752,1659,10496,108181,3663,87011,7005,10502
"경상북도","55~59세",218671,7955,175548,16925,18243,109941,5349,91909,2858,9825,108730,2606,83639,14067,8418
"경상북도","60~64세",169745,3539,133317,22822,10067,82689,1978,71568,3402,5741,87056,1561,61749,19420,4326
"경상북도","65~69세",130646,1733,95739,27771,5403,63430,937,55517,3690,3286,67216,796,40222,24081,2117
"경상북도","70~74세",121144,1184,76988,40197,2775,52347,538,45183,4973,1653,68797,646,31805,35224,1122
"경상북도","75~79세",105162,812,54419,48621,1310,40383,247,33986,5518,632,64779,565,20433,43103,678
"경상북도","80~84세",66135,457,24570,40599,509,21612,83,16748,4541,240,44523,374,7822,36058,269
"경상북도","85세이상",41866,428,8318,32925,195,10182,62,6387,3662,71,31684,366,1931,29263,124
"경상남도","합계",2762936,776290,1593737,254680,138229,1384241,469164,818248,31577,65252,1378695,307126,775489,223103,72977
"경상남도","15~19세",208888,208472,308,101,7,111796,111618,126,47,5,97092,96854,182,54,2
"경상남도","20~24세",194063,189231,4515,144,173,110791,109458,1187,73,73,83272,79773,3328,71,100
"경상남도","25~29세",168889,135963,32118,80,728,91264,80715,10328,24,197,77625,55248,21790,56,531
"경상남도","30~34세",221881,90871,127162,256,3592,116552,60220,54967,108,1257,105329,30651,72195,148,2335
"경상남도","35~39세",242226,54662,178661,840,8063,125029,38431,83271,240,3087,117197,16231,95390,600,4976
"경상남도","40~44세",274749,40385,213041,2532,18791,141479,29623,103575,514,7767,133270,10762,109466,2018,11024
"경상남도","45~49세",285595,24795,228051,5756,26993,145872,18320,113942,1129,12481,139723,6475,114109,4627,14512
"경상남도","50~54세",273881,14549,219301,10972,29059,140359,10631,114010,1797,13921,133522,3918,105291,9175,15138
"경상남도","55~59세",257315,8727,205450,19304,23834,130457,5832,109486,3085,12054,126858,2895,95964,16219,11780
"경상남도","60~64세",185318,3858,142461,25326,13673,91764,2348,78303,3858,7255,93554,1510,64158,21468,6418
"경상남도","65~69세",137674,1981,98336,30171,7186,66138,1005,57176,4019,3938,71536,976,41160,26152,3248
"경상남도","70~74세",116282,1159,70367,41098,3658,49636,556,42270,4766,2044,66646,603,28097,36332,1614
"경상남도","75~79세",97013,639,46651,48041,1682,36017,245,29882,5017,873,60996,394,16769,43024,809
"경상남도","80~84세",61378,464,20520,39846,548,18527,119,14424,3748,236,42851,345,6096,36098,312
"경상남도","85세이상",37784,534,6795,30213,242,8560,43,5301,3152,64,29224,491,1494,27061,178
"제주특별자치도","합계",493266,149615,271257,41598,30796,244858,85514,140053,5429,13862,248408,64101,131204,36169,16934
"제주특별자치도","15~19세",39718,39637,50,26,5,20856,20834,22,,,18862,18803,28,26,5
"제주특별자치도","20~24세",36056,34783,1177,37,59,19591,19218,356,2,15,16465,15565,821,35,44
"제주특별자치도","25~29세",29345,23330,5853,23,139,15138,13088,2008,2,40,14207,10242,3845,21,99
"제주특별자치도","30~34세",38475,16962,20721,60,732,19481,10264,8912,15,290,18994,6698,11809,45,442
"제주특별자치도","35~39세",43060,11858,29274,140,1788,21963,7336,13940,23,664,21097,4522,15334,117,1124
"제주특별자치도","40~44세",51728,9315,37416,476,4521,26400,6280,18243,70,1807,25328,3035,19173,406,2714
"제주특별자치도","45~49세",51413,6133,38353,1005,5922,26543,3932,19609,233,2769,24870,2201,18744,772,3153
"제주특별자치도","50~54세",47803,3439,35932,1895,6537,24790,2306,19075,356,3053,23013,1133,16857,1539,3484
"제주특별자치도","55~59세",42994,2051,32899,3016,5028,22006,1286,17882,494,2344,20988,765,15017,2522,2684
"제주특별자치도","60~64세",30073,884,22888,3614,2687,14836,443,12456,554,1383,15237,441,10432,3060,1304
"제주특별자치도","65~69세",24827,556,17934,4731,1606,11990,282,10307,632,769,12837,274,7627,4099,837
"제주특별자치도","70~74세",21142,252,13804,6106,980,9526,125,8070,859,472,11616,127,5734,5247,508
"제주특별자치도","75~79세",17027,164,9266,7139,458,6713,68,5623,872,150,10314,96,3643,6267,308
"제주특별자치도","80~84세",11757,129,4450,6909,269,3691,33,2744,827,87,8066,96,1706,6082,182
"제주특별자치도","85세이상",7848,122,1240,6421,65,1334,19,806,490,19,6514,103,434,5931,46
